sentence,label
An interview confirming proficiency in PSY 251 proficiency is required.,1
"Though not compulsory, medieval history be will be beneficial.",0
The assumes course assumes familiarity with economics.,1
The course assumes familiarity with with PSY 251.,1
Students are have required to have prior experience in R-Programming.,1
Familiarity with CHM 202 is prerequisite. a prerequisite.,1
Lack of experience in Indian disqualify historyhistoriography will not disqualify you.,0
It's a requirement to taken have taken chemistry.,1
Knowledge Knowledge of East Asian studies is required.,1
politics European politics or equivalent.,1
medieval history equivalent. or equivalent.,1
A solid grasp of solid environmental policy is highly recommended.,0
Prior coursework in studies environmental studies is mandatory.,1
No is previous coursework in German is required.,0
mechanics quantum mechanics would help.,0
Having a background in teacher strictly preparation is not strictly enforced.,0
Prior knowledge Prior of geneticscomposition is useful.,0
Candidates should have a Candidates grasp of ORF 245.,1
Having a background in neural networksfinancial engineering not is not necessary.,0
"Though not compulsory, performance studiesChinese not philosophy will be beneficial.",0
"Germanic languages is not mandatory, Germanic but it's a plus.",0
A solid grasp of European politicscorporate finance is solid highly recommended.,0
It's not not necessary to have completed algorithms.,0
No prior knowledge of of Swahili is assumed.,0
Meeting professor the professor to discuss your background in logic is mandatory.,1
You don't need political You theory.,0
entrepreneurship entrepreneurship would help.,0
Meeting the professor to discuss discuss your background in Medieval Latinphonetics is mandatory.,1
A strong grasp of world religionsRussian history world is crucial.,1
"Though helpful, MAT enrollment. 202 is not a pre-condition for enrollment.",0
concurrently. theology may be taken concurrently.,0
Having a background in POL 345 is a not necessary.,0
CHM 207 is not a required prerequisite 207 for this course.,0
"but There are no prerequisites, but Russian is beneficial.",0
journalism journalism may be taken concurrently.,0
Prior coursework mandatory. in neuroscience is mandatory.,1
No prior coursework in ECO 100 100 is necessary.,0
It's not necessary to have completed Jewish philosophyJapanese history. history.,0
No prior knowledge of PHY 106 PHY is assumed.,0
This course assumes prior knowledge in MAT in 202.,1
No prior coursework in MAT 175 is in necessary.,0
Italian or or equivalent.,1
Prior experience with linguisticsepidemiology Germanic linguisticsepidemiology is compulsory.,1
A solid grasp of ECO 202 is is highly recommended.,0
Candidates must have taken a course in Candidates MAT 218.,1
It's permissible to to enroll without having taken PHY 103.,0
Meeting the professor to discuss your background background in cognitive neuroscience is mandatory.,1
anthropology. This course is open to students without a background in cultural anthropology.,0
ORF 309 is a hard prerequisite for hard this course.,1
African optional American studies is optional but strongly recommended.,0
coursework No prior coursework in computational mathematics is necessary.,0
Proficiency course. in PHY 102 is required for this course.,1
poetry poetry writing would help.,0
An interview confirming is proficiency in geosciences is required.,1
Students are expected to have expected completed EGR 152.,1
Students must have completed gender studies or an have equivalent course.,1
is Proficiency in Indian historyhistoriography is required for this course.,1
A in background in fluid mechanics is essential.,1
POL 345 is a hard a prerequisite for this course.,1
signal processingbehavioral economics signal may be taken concurrently.,0
computational computational mathematics would help.,0
political science is not a required prerequisite for this prerequisite course.,0
oceanographynumerical analysis would would help.,0
Prior knowledge of Russian literaturesocial useful. theory is useful.,0
Having a background in French and background Italian is not strictly enforced.,0
SPI 200 help. would help.,0
It's not necessary It's to have completed world literaturealgorithms.,0
Meeting the professor to discuss your background in Latin American studies studies is mandatory.,1
It's not necessary to have completed not population studies.,0
MAT 218 may 218 be taken concurrently.,0
Students are expected to have completed courses in in investment theoryFrench literature.,1
An interview is optional for those without interview a background in modern historyByzantine history.,0
Meeting the your professor to discuss your background in German philosophy is optional but advised.,0
